,pl_name,hostname,hostname_omit_binary_signature,sy_pnum,sy_vmag,circularization_timescale,circularization_timescaleerr1,circularization_timescaleerr2,st_age,st_ageerr1,st_ageerr2,tau_age_diff,tau_age_differr1,tau_age_differr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_mass,st_masserr1,st_masserr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_met,st_meterr1,st_meterr2,pl_mass_combinej,pl_mass_combinejerr1,pl_mass_combinejerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_dens,pl_denserr1,pl_denserr2,lambda,lambdaerr1,lambdaerr2,mass_ratio,mass_ratioerr1,mass_ratioerr2
485,XO-4 b,XO-4,XO-4,1.0,10.814,0.3300975709956864,0.3876999682732025,0.19141841612725918,2.1,0.6,0.6,0.15960007352424985,0.2124956594581032,0.0926134631040875,0.0039,,,1.0,1.29,0.03,0.03,6397.0,70.0,70.0,1.45,0.09,0.09,-0.04,,,1.612,0.027,0.028,1.612,0.027,0.028,1.2499436125,0.08,0.08,4.12508,4e-06,4e-06,0.0518099348735999,0.0032988284334658,0.0032988284334658,7.68,0.11,0.11,0.8253440000000001,,,46.7,6.1,8.1,0.0011931197985116933,3.419437633494426e-05,3.4632145227883074e-05
486,HATS-51 b,HATS-51,HATS-51,1.0,12.525,0.04808163591759875,0.0784583080800754,0.028877113758536826,4.74,0.7,0.51,0.010242919565669056,0.0170121974090176,0.006110895670182,0.33,,,1.0,1.187,0.06,0.06,5758.0,58.0,58.0,1.44,0.18,0.18,,,,0.768,0.045,0.045,0.768,0.045,0.045,1.4099363949,0.19,0.19,3.3488702,3.9e-06,3.9e-06,0.04639,0.00077,0.00077,6.94,0.74,0.74,0.273970550306237,0.16,0.11,,,,0.0006177592063219539,4.7804693775867733e-05,4.7804693775867733e-05
487,WASP-41 b,WASP-41,WASP-41,2.0,11.632,0.07684744000880112,0.08147495293839915,0.04031059535887698,9.8,2.3,3.9,0.008240902139452496,0.0120960335254343,0.0047254954468354,0.12,,,1.0,0.99,0.03,0.03,5546.0,33.0,33.0,0.83,0.04,0.04,0.06,,,0.941,0.065,0.064,0.941,0.065,0.064,1.099950379,0.05,0.05,3.0524,1e-06,1e-06,0.0384610604896799,0.0019769639843378,0.0019769639843378,9.95,0.18,0.18,0.7069872276483844,,,6.0,11.0,11.0,0.0009075345215275331,6.845536966015572e-05,6.75732929745947e-05
488,HAT-P-9 b,HAT-P-9,HAT-P-9,1.0,12.344,0.10117912628094822,0.10229314892879773,0.0498673097487899,1.6,1.8,1.4,0.0556320239399329,0.1214740766951596,0.0360668209802413,0.16,,,1.0,1.28,0.1,0.1,6350.0,150.0,150.0,1.338,0.065,0.06,0.12,0.2,0.2,0.761,0.1,0.092,0.761,0.1,0.092,1.39293716177,0.067,0.065,3.92281072,1.02e-06,1.02e-06,0.05287,0.00078,0.00078,8.5,0.56,0.56,0.2815342960767678,0.057,0.048,16.0,8.0,8.0,0.0005676536207937269,8.678060161507096e-05,8.170815118859192e-05
489,HATS-1 b,HATS-1,HATS-1,1.0,12.155,0.15758855659150373,0.22459689863866572,0.092922303504851,6.0,2.8,2.8,0.028907187359841074,0.0534226906501704,0.0181018357796445,0.082,,,1.0,0.986,0.054,0.054,5870.0,100.0,100.0,1.038,0.128,0.075,-0.06,0.12,0.12,1.75,0.19,0.19,1.75,0.19,0.19,1.30193074,0.162,0.098,3.446459,4e-06,4e-06,0.0444,0.0008,0.0008,9.2,0.82,0.82,0.7928756783876019,0.25,0.25,,,,0.0016946103671878683,0.0002060687337023944,0.0002060687337023944
490,WTS-2 b,WTS-2,WTS-2,1.0,15.954,0.0004152232610563141,0.00042856114343211053,0.0002202759798658448,0.6,6.5,6.4,9.700921760461336e-05,0.0002822598689232,6.499826162843176e-05,0.35,,,1.0,0.82,0.082,0.082,5000.0,250.0,250.0,0.752,0.032,0.032,0.2,0.3,0.2,1.27,0.19,0.21,1.27,0.19,0.21,1.36293851507,0.061,0.061,1.0187068,6.5e-07,6.5e-07,0.01855,0.00062,0.00062,,,,0.5015522158427418,0.11,0.11,,,,0.0014787630620209007,0.00026610358666599325,0.00028575754038914726
491,WASP-144 b,WASP-144,WASP-144,1.0,13.085,0.04901172615312069,0.05040293884918427,0.02585573767649635,8.71,4.12,4.12,0.005957755408920674,0.0094078440929667,0.0031921233019185,0.3,,,1.0,0.81,0.04,0.04,5200.0,140.0,140.0,0.81,0.04,0.04,0.18,0.14,0.14,0.44,0.06,0.06,0.44,0.06,0.06,0.8499616564999999,0.05,0.05,2.2783152,1.3e-06,1.3e-06,0.0316,0.0005,0.0005,8.39,0.23,0.23,0.716466517402809,0.2,0.2,,,,0.0005186523892069028,7.522014360938557e-05,7.522014360938557e-05
492,TOI-905 b,TOI-905,TOI-905,1.0,11.08,0.14859784666524034,0.13495544119353908,0.07539110032306674,3.4,3.8,2.3,0.03643990739216322,0.0841001342775078,0.0242471836410484,0.024,0.025,0.017,0.0,0.968,0.061,0.068,5570.0,150.0,140.0,0.918,0.038,0.036,0.14,0.22,0.18,0.667,0.042,0.041,0.667,0.042,0.041,1.17094717619,0.053,0.051,3.739494,3.8e-05,3.8e-05,0.04666,0.00096,0.0011,,,,0.4153891501540984,0.063,0.057,,,,0.0006578989629902644,5.8608854039841565e-05,6.141141580169871e-05
493,WASP-7 b,WASP-7,WASP-7,1.0,9.504,0.4851471775756733,0.4960961010642477,0.2498058707935842,2.4,1.0,1.0,0.21720861364853786,0.2972299398669982,0.1228925304693783,0.049,,,1.0,1.32,0.07,0.07,6520.0,70.0,70.0,1.432,0.092,0.092,0.0,0.1,0.1,1.083,0.093,0.088,1.083,0.093,0.088,1.3299400037,0.093,0.093,4.9546416,3.5e-06,3.5e-06,0.0617,0.0011,0.0011,9.08,0.56,0.56,0.460334509743747,0.13,0.13,86.0,6.0,6.0,0.000783363352933835,7.906271899917999e-05,7.600931203187539e-05
494,TOI-2373 b,TOI-2373,TOI-2373,1.0,13.251,1716.6874232377788,1471.1029604020885,818.7001429565181,5.9,1.7,1.7,300.59485182802024,304.2298507682874,152.29520043994032,0.112,0.007,0.009,0.0,1.041,0.032,0.028,5651.0,80.0,80.0,1.102,0.019,0.019,0.3,0.05,0.05,9.3,0.2,0.2,9.3,0.2,0.2,0.9299564463805,0.02,0.02,13.33668,1e-05,1e-05,0.112,0.001,0.001,23.1,0.6,0.5,11.562030292519363,0.9,1.0,,,,0.008529841166482402,0.0003200008005928934,0.00029374639750363765
495,TOI-2421 b,TOI-2421,TOI-2421,1.0,11.419,0.4875640899935282,0.5668752852132409,0.2689088213615142,7.5,1.7,2.8,0.06837802934566414,0.0984402869268819,0.0412847331286058,0.0,0.048,0.052,0.0,1.131,0.13,0.064,5607.0,68.0,68.0,1.75,0.051,0.049,0.19,0.083,0.085,0.333,0.079,0.079,0.333,0.079,0.079,0.9249566808515,0.035,0.034,4.3474032,7.9e-06,7.8e-06,0.0543,0.0021,0.001,6.67,0.34,0.24,0.420745069393718,0.15,0.13,,,,0.00028111910003371496,7.410743732215878e-05,6.856287125577254e-05
496,TOI-2364 b,TOI-2364,TOI-2364,1.0,12.234,0.5418844401205618,0.5125623691547512,0.2809762974932316,3.5,4.2,2.4,0.12724571015319514,0.3013000060741839,0.0794426990060855,0.0,,,0.0,0.954,0.041,0.046,5306.0,76.0,68.0,0.886,0.021,0.017,0.344,0.085,0.085,0.225,0.043,0.049,0.225,0.043,0.049,0.7679640334278001,0.023,0.018,4.0197517,4.3e-06,4.3e-06,0.04871,0.00069,0.00079,11.84,0.22,0.33,0.4967053731282552,0.13,0.14,,,,0.00022518676846997819,4.41104462351949e-05,5.022833088558505e-05
497,TOI-4329 b,TOI-4329,TOI-4329,1.0,12.724,,,,2.39,0.45,0.45,,,,0.068,0.079,0.079,0.0,1.538,0.049,0.049,6000.0,100.0,100.0,2.31,0.03,0.03,0.29,0.06,0.06,0.45,0.09,0.09,0.45,0.09,0.09,1.4999297523705,0.19,0.19,2.9223,0.00015,0.00015,,,,,,,0.1333333333333333,,,,,,0.00027936043838798334,5.6576545692368505e-05,5.6576545692368505e-05
498,TOI-1516 b,TOI-1516,TOI-1516,1.0,10.858,0.02698791649376836,0.024336261048685012,0.013124869604484371,4.82,2.44,1.29,0.005935935264224422,0.0089194096544654,0.0032872038049522,0.0,,,0.0,1.14,0.06,0.06,6520.0,90.0,90.0,1.14,0.02,0.02,-0.05,0.1,0.1,3.16,0.12,0.12,3.16,0.12,0.12,1.3599363086375,0.03,0.03,2.056014,2e-06,2e-06,0.0329897527120799,0.0006179959187009,0.0007080331216729,6.22,0.041,0.077,1.256233462243029,,,,,,0.002646616139182593,0.00017176843963492033,0.00017176843963492033
499,HD 149026 b,HD 149026,HD 149026,1.0,8.15,0.31570174614571866,0.299365103101222,0.15180672617091384,2.9,0.3,0.3,0.10962041162290509,0.1023435289674051,0.0572163486781606,0.013,,,1.0,1.34,0.02,0.02,6147.0,50.0,50.0,1.41,0.03,0.03,0.32,,,0.322,0.014,0.012,0.322,0.014,0.012,0.7399666186,0.02,0.02,2.87589,2e-06,2e-06,0.0446079072887999,0.001557296769946,0.0014485891095487,6.02,0.2,0.18,0.7946222336288078,,,12.0,7.0,7.0,0.00022943506810200882,1.0546843174210784e-05,9.210616644742135e-06
500,TOI-3912 b,TOI-3912,TOI-3912,1.0,12.507,0.046443286501738096,0.044302772191416026,0.023912820153068844,7.5,2.8,2.5,0.006504348210856088,0.0076278111254892,0.0035816302647611,0.102,,,1.0,1.088,0.086,0.07,5725.0,69.0,68.0,1.392,0.035,0.034,0.187,0.087,0.09,0.406,0.071,0.068,0.406,0.071,0.068,1.2739403361861,0.041,0.04,3.4936264,3.8e-06,3.8e-06,0.0463,0.0012,0.001,7.16,0.25,0.24,0.1963440520846335,0.053,0.047,,,,0.00035629182970124934,6.83763699081153e-05,6.392587676540314e-05
501,TOI-3235 b,TOI-3235,TOI-3235,1.0,15.16,0.03331614769615149,0.02976598705816394,0.016476089837090705,13.8,,,,,,0.029,,,1.0,0.3939,0.02,0.02,3388.8,68.0,68.0,0.3697,0.016,0.016,0.264,0.1,0.1,0.665,0.025,0.025,0.665,0.025,0.025,1.0169523719377,0.044,0.044,2.59261842,4.1e-07,4.1e-07,0.02709,0.00046,0.00046,15.75,0.73,0.73,0.6322062522834948,0.11,0.11,,,,0.0016119233622187118,0.00010183654284580328,0.00010183654284580328
502,TOI-3819 b,TOI-3819,TOI-3819,1.0,12.542,0.15259913305371767,0.14107883635083793,0.07691824725195118,4.5,1.6,1.1,0.0354671960407686,0.0433761315538326,0.0194049139204631,0.093,,,1.0,1.242,0.057,0.076,5859.0,72.0,71.0,1.538,0.037,0.037,0.273,0.084,0.082,1.11,0.18,0.2,1.11,0.18,0.2,1.1719451131498,0.036,0.035,3.2443141,5.5e-06,5.5e-06,0.04611,0.00069,0.00096,6.43,0.17,0.17,0.6895093245911537,0.17,0.17,,,,0.0008533164308591831,0.00014381053063218275,0.00016237540508122272
503,HAT-P-45 b,HAT-P-45,HAT-P-45,1.0,12.783,0.037444059004841906,0.05801774208721722,0.0216564666603252,2.0,0.8,0.8,0.019965466675610145,0.036362383926459,0.0133241775592384,0.11,,,1.0,1.259,0.058,0.058,6330.0,100.0,100.0,1.319,0.155,0.072,0.07,0.1,0.1,0.86,0.11,0.12,0.86,0.11,0.12,1.42593264,0.175,0.087,3.128992,2.1e-05,2.1e-05,0.0452,0.0007,0.0007,7.36,0.39,0.62,0.2965786436609997,0.09,0.09,,,,0.0006522009789904119,8.866691791070515e-05,9.583642958378607e-05
504,WASP-62 b,WASP-62,WASP-62,1.0,10.213,0.12809203817950687,0.16561124325313853,0.07650959727559767,0.8,0.6,0.6,0.1623683889384419,0.3715669244877955,0.1015092175586208,0.075,,,1.0,1.25,0.05,0.05,6230.0,80.0,80.0,1.23,0.08,0.08,0.04,,,0.568,0.043,0.042,0.568,0.043,0.042,1.3199404548,0.08,0.08,4.41195,3e-06,3e-06,0.0546502693959,0.0041888882264117,0.0041888882264117,9.53,0.39,0.39,0.2469599577037593,,,19.4,5.1,4.9,0.0004338574385932943,3.714774883336975e-05,3.647413746244011e-05
505,HD 17156 b,HD 17156,HD 17156,1.0,8.17,2649.093454940537,2480.5960287870325,1389.44018728212,3.37,0.2,0.47,803.0650115481964,775.3651511401,412.5053939454469,0.6703,0.0014,0.0013,0.0,1.3,0.07,0.07,6079.0,56.0,56.0,1.55,0.04,0.04,0.19,,,3.235,0.032,0.032,3.235,0.032,0.032,1.099950379,0.03,0.03,21.21663,0.00045,0.00045,0.1683125012501999,0.0071981095764804,0.0071981095764804,23.67,0.79,0.79,2.430503380916603,,,10.0,5.1,5.1,0.0023759629161858526,0.00013007732235822007,0.00013007732235822007
506,TOI-3023 b,TOI-3023,TOI-3023,1.0,12.252,0.05990879830846563,0.05712575495550154,0.03156676100019894,7.0,1.7,2.2,0.008897722374190703,0.0101788533733221,0.0048222290772607,0.097,,,1.0,1.12,0.11,0.06,5760.0,85.0,88.0,1.668,0.046,0.033,0.085,0.084,0.083,0.62,0.1,0.09,0.62,0.1,0.09,1.4659313449890998,0.043,0.032,3.9014971,3.1e-06,3.1e-06,0.0505,0.0015,0.0009,6.53,0.06,0.13,0.1967839974704801,0.039,0.038,,,,0.0005285455151373916,9.98106309082119e-05,8.178240309908425e-05
507,TOI-1107 b,TOI-1107,TOI-1107,1.0,10.553,0.8945320962238751,0.8844545758263495,0.4823947543085347,2.6,0.2,0.2,0.34388586121332515,0.3382059857077397,0.1788825081918581,0.025,0.023,0.016,0.0,1.35,0.08,0.08,6311.0,98.0,98.0,1.81,0.06,0.06,-0.1,0.09,0.09,3.35,0.18,0.18,3.35,0.18,0.18,1.2999391187211,0.05,0.05,4.0782387,2.4e-06,2.5e-06,0.0561,0.0024,0.0025,,,,1.5248065543923532,0.23,0.22,,,,0.002369298414331533,0.00018952487425657764,0.00018952487425657764
508,TOI-5153 b,TOI-5153,TOI-5153,1.0,11.932,2271.557992974076,2193.5417085143044,1185.8717862803608,5.4,1.0,1.0,423.47452712365657,403.7286721856199,240.28716027740916,0.091,0.024,0.026,0.0,1.24,0.07,0.07,6300.0,80.0,80.0,1.4,0.04,0.04,0.12,0.08,0.08,3.26,0.18,0.17,3.26,0.18,0.17,1.0599503581634,0.04,0.04,20.33003,7e-05,7e-05,0.158,0.006,0.006,,,,2.737158862685304,,,,,,0.002510178700402763,0.0001982159290881638,0.00019291044492287043
509,HATS-16 b,HATS-16,HATS-16,1.0,13.957,0.1029056979139014,0.1362900396022596,0.06030420602485438,9.5,1.8,1.8,0.010958532448518021,0.015934277725546,0.0063643020792337,0.0,,,1.0,0.97,0.035,0.035,5738.0,79.0,79.0,1.238,0.097,0.127,-0.1,0.05,0.05,3.27,0.19,0.19,3.27,0.19,0.19,1.299941357,0.15,0.15,2.686502,1.1e-05,1.1e-05,0.03744,0.00045,0.00045,6.5,0.7,0.43,1.4883932635411925,0.94,0.48,,,,0.003218731451012942,0.00022014845287503636,0.00022014845287503636
510,HAT-P-60 b,HAT-P-60,HAT-P-60,1.0,9.727,0.09233124993627151,0.07390612160329377,0.044766221007820246,2.765,0.042,0.056,0.03330365493081436,0.0266651539804997,0.015567345894546,0.25,,,1.0,1.435,0.012,0.012,6212.0,26.0,26.0,2.197,0.027,0.02,0.037,0.037,0.037,0.574,0.038,0.038,0.574,0.038,0.038,1.6309236172592,0.024,0.024,4.7947813,2.4e-06,2.4e-06,0.06277,0.00017,0.00017,6.146,0.057,0.077,0.1322970040054353,0.013,0.013,,,,0.00038191675932508295,2.5484598853317408e-05,2.5484598853317408e-05
511,Qatar-4 b,Qatar-4,Qatar-4,1.0,13.574,0.06462850774213076,0.07847964217648647,0.03531372056927805,0.17,0.01,0.01,0.3831163672724771,0.4631432908218434,0.2096484860174698,0.0,,,0.0,0.896,0.048,0.048,5215.0,50.0,50.0,0.849,0.063,0.063,0.103,0.081,0.081,6.1,0.54,0.54,6.1,0.54,0.54,1.13494880015,0.11,0.11,1.8053564,,,0.02803,0.00048,0.00048,7.11,0.48,0.48,4.171980313382404,1.0,1.0,,,,0.006500257343423565,0.000672596080232947,0.000672596080232947
512,TOI-3714 b,TOI-3714,TOI-3714,1.0,15.7,0.022564055217148632,0.020470215395935208,0.011459681531128887,2.9,2.2,2.2,0.007738851709108858,0.0157734659793819,0.004656889246595,0.03,0.03,0.02,0.0,0.53,0.02,0.02,3660.0,90.0,90.0,0.51,0.01,0.01,0.1,0.1,0.1,0.7,0.03,0.03,0.7,0.03,0.03,1.0099527001971,0.03,0.03,2.154849,1e-06,1e-06,0.027,0.001,0.001,11.5,0.4,0.5,0.679413103549351,0.08,0.08,,,,0.0012610459034318776,7.200924351289867e-05,7.200924351289867e-05
513,HD 80606 b,HD 80606,HD 80606,1.0,9.06,4782774.271048432,4526924.988770451,2468185.423322817,4.7,0.6,0.6,1011578.1514864243,991095.8714233672,525702.8009299306,0.93226,0.00064,0.00069,0.0,1.02,0.06,0.06,5584.0,13.0,13.0,1.04,0.02,0.02,0.35,,,4.116,0.097,0.1,4.116,0.097,0.1,1.0699517322999998,0.03,0.03,111.4367,0.0004,0.0004,0.47601866456352,0.019769058311641,0.019769058311641,94.64,3.66,3.66,3.3598820612827462,,,42.0,8.0,8.0,0.003852866130838337,0.00024415107755441115,0.0002452092971219807
514,Kepler-426 b,Kepler-426,Kepler-426,1.0,15.032,0.05292117899843871,0.04900486098328279,0.027185139677710246,6.0,4.0,4.0,0.008930255358158438,0.0174232313393241,0.0051974601446144,0.12,,,1.0,0.91,0.06,0.06,5725.0,90.0,90.0,0.92,0.02,0.02,-0.21,0.08,0.08,0.337,0.058,0.06,0.337,0.058,0.06,1.0901462,0.03,0.03,3.21751883,1.9e-07,1.9e-07,0.0414,0.001,0.001,9.67,0.06,0.06,0.2602258327805786,0.06,0.06,,,,0.0003535877689355851,6.516773208193294e-05,6.713149636739786e-05
515,Kepler-75 b,Kepler-75,Kepler-75,1.0,15.414,162.36091419768186,135.99619410432345,79.5821321613114,6.2,3.5,2.8,27.868874731290823,46.58840265389328,15.63921519280868,0.5704,0.0093,0.0094,0.0,0.91,0.04,0.04,5200.0,100.0,100.0,0.89,0.02,0.02,0.3,0.12,0.12,10.1,0.36,0.35,10.1,0.36,0.35,1.0500017,0.03,0.03,8.8849116,3.4e-06,3.4e-06,0.0818,0.0012,0.0012,19.77,0.38,0.45,8.724759745167907,0.8,0.9,,,,0.010597140849404775,0.0005997080596811685,0.0005931556326305581
516,CoRoT-17 b,CoRoT-17,CoRoT-17,1.0,16.29,0.8948880382670386,0.9101404144171805,0.47868304246207966,10.7,1.0,1.0,0.08369527185283641,0.0851980565693151,0.046009573000709,0.081,,,1.0,1.04,0.1,0.1,5740.0,80.0,80.0,1.59,0.07,0.07,0.0,0.1,0.1,2.41,0.27,0.26,2.41,0.27,0.26,1.0196703,0.07,0.07,3.7681,0.0003,0.0003,0.0461,0.0008,0.0008,6.23,0.24,0.24,2.270996826258377,0.38,0.38,,,,0.002212546610513101,0.0003266561053922273,0.00031974536938845425
517,SWEEPS-11 b,SWEEPS-11,SWEEPS-11,1.0,19.83,0.0042443486210763035,0.1664690894014691,0.004241897651012673,13.8,,,,,,,,,,1.1,,,,,,1.45,,,,,,9.7,5.6,4.5,9.7,5.6,4.5,1.12993386,0.21,0.21,1.796,,,0.03,,,,,,6.722586574093647,,,,,,0.00841952855784842,,
518,WASP-75 b,WASP-75,WASP-75,1.0,11.591,0.02959120232550476,0.02639949294737709,0.014773589902614606,3.5,0.5,0.5,0.008502361964225354,0.0082331823506707,0.004315234251655,0.056,,,1.0,1.14,0.07,0.07,6100.0,100.0,100.0,1.26,0.04,0.04,0.07,0.09,0.09,1.073,0.059,0.056,1.073,0.059,0.056,1.26990435,0.048,0.048,2.484193,3e-06,3e-06,0.0375,0.0007,0.0008,,,,0.5238278193091819,0.08,0.07,,,,0.0008986769358680133,7.407329769664283e-05,7.24213161738584e-05
519,Qatar-2 b,Qatar-2,Qatar-2,1.0,13.443,0.0038499512436595577,0.0031553679424841594,0.0018143254919314833,9.4,3.2,3.2,0.0004339881789942455,0.0004331470449098,0.0002147202263543,0.011,,,1.0,0.73,0.02,0.02,4645.0,50.0,50.0,0.776,0.008,0.008,0.02,0.08,0.08,2.47,0.052,0.052,2.47,0.052,0.052,1.2539357599999998,0.013,0.013,1.33711647,2.6e-07,2.6e-07,0.02153,0.0002,0.0002,6.53,0.1,0.1,1.2525767430645984,0.029,0.029,0.0,8.0,8.0,0.0032305972449758738,0.00011162277615058877,0.00011162277615058877
520,Kepler-1658 b,Kepler-1658,Kepler-1658,1.0,11.62,3.080253929737366,2.6929288454332987,1.5858773812119011,13.8,,,,,,0.0628,0.0197,0.0185,0.0,1.447,0.058,0.058,6216.0,78.0,78.0,2.891,0.13,0.106,-0.18,0.1,0.1,5.88,0.47,0.46,5.88,0.47,0.46,1.0699517322999998,0.05,0.05,3.849372784,8.04e-07,8.01e-07,0.0544,0.0007,0.0007,4.04,0.18,0.17,4.799831516118209,1.07,0.91,,,,0.0038798730905865377,0.00034693445880585054,0.0003410489314389709
521,CoRoT-21 b,CoRoT-21,CoRoT-21,1.0,16.058,0.08830060856785193,0.11585552751510342,0.05177612766308568,4.1,0.1,0.5,0.021558671010566376,0.0331634211140046,0.0128055044646054,0.39,,,1.0,1.29,0.09,0.09,6200.0,100.0,100.0,1.95,0.21,0.21,0.0,0.1,0.1,2.22,0.56,0.56,2.22,0.56,0.56,1.299941357,0.14,0.14,2.72474,0.00014,0.00014,0.0417,0.0011,0.0011,4.6,0.26,0.26,1.0104688211197088,0.48,0.48,,,,0.0016431302436079151,0.00043004424214693497,0.00043004424214693497
522,WASP-80 b,WASP-80,WASP-80,1.0,11.841,0.07496293352611552,0.07026529938772602,0.038220451696098966,7.0,7.0,7.0,0.00970420811863075,0.0216364433431274,0.005813371955018,0.02,,,1.0,0.6,0.04,0.04,4145.0,100.0,100.0,0.586,0.017,0.018,-0.13,0.15,0.17,0.54,0.036,0.035,0.54,0.036,0.035,0.99895493511,0.03,0.031,3.06785234,8.3e-07,7.9e-07,0.0344,0.001,0.0011,12.62,0.35,0.35,0.5416232454081114,0.039,0.032,14.0,14.0,14.0,0.0008593127084814368,8.101677911026704e-05,7.989946985048209e-05
523,WASP-76 b,WASP-76,WASP-76,1.0,9.518,0.0011279890525489867,0.0009653263270370718,0.000541280891942466,1.82,0.27,0.27,0.0006269985681715054,0.0005732581631874,0.0003225466006849,0.05,,,1.0,1.46,0.02,0.02,6329.0,65.0,65.0,1.756,0.071,0.071,0.366,0.053,0.053,0.894,0.014,0.013,0.894,0.014,0.013,1.8539131741262,0.077,0.076,1.80988198,6.4e-07,5.6e-07,0.033,0.0002,0.0002,4.02,0.16,0.16,0.1402840609502271,0.02,0.02,61.3,7.6,5.1,0.0005846465459531236,1.2164114310745576e-05,1.1679833409311475e-05
524,HAT-P-63 b,HAT-P-63,HAT-P-63,1.0,13.657,0.10615137060468702,0.09093361009958725,0.05088081862669173,9.0,1.7,1.7,0.012057225059987381,0.0106850412984771,0.0059047833401167,0.069,,,1.0,0.925,0.023,0.023,5400.0,55.0,39.0,0.9661,0.011,0.0082,0.251,0.061,0.061,0.614,0.024,0.024,0.614,0.024,0.024,1.118947594974,0.033,0.033,3.377728,1.3e-05,1.3e-05,0.04294,0.00035,0.00035,9.56,0.14,0.14,0.4382057899732789,0.055,0.055,,,,0.0006337753789881106,2.9360489563419077e-05,2.9360489563419077e-05
525,K2-114 b,K2-114,K2-114,1.0,14.55,149.60994821163314,130.24824506459169,71.81699581509837,7.6,4.2,4.6,21.06059094860239,31.97005656786375,11.147528002549048,0.079,0.03,0.03,0.0,0.863,0.037,0.031,4899.0,59.0,58.0,0.832,0.022,0.021,0.42,0.036,0.037,2.01,0.12,0.12,2.01,0.12,0.12,0.9449557438596,0.029,0.028,11.390931,3.1e-06,3.2e-06,0.0944,0.0013,0.0011,24.4,0.67,0.66,2.3817744486258805,0.34,0.31,,,,0.002223791095722528,0.00016345124833162353,0.00015494257377003084
526,WASP-176 b,WASP-176,WASP-176,1.0,12.006,0.07897037070519491,0.07773114403331993,0.04046288274736546,4.81,0.191,0.191,0.016423969430242553,0.0155207251014906,0.0083938414197206,0.0,,,0.0,1.345,0.08,0.13,5941.0,77.0,79.0,1.925,0.047,0.044,0.164,0.081,0.082,0.855,0.072,0.069,0.855,0.072,0.069,1.50493210945,0.05,0.045,3.899052,5e-06,5e-06,0.0535,0.001,0.0019,,,,0.2508167955286846,0.042,0.042,,,,0.0006069494966969256,6.257537479037143e-05,7.642461185065835e-05
527,TOI-6628 b,TOI-6628,TOI-6628,1.0,12.9,371.2386359141681,444.8121594284632,205.72706078649168,7.5,2.4,2.5,53.65245158688124,70.44746462132058,32.05903665399357,0.67,0.015,0.016,0.0,0.97,0.06,0.06,5463.0,143.0,142.0,1.01,0.06,0.05,0.36,0.02,0.02,0.74,0.06,0.06,0.74,0.06,0.06,0.9799541052389,0.06,0.06,18.18424,1e-05,1e-05,0.134,0.007,0.008,,,,0.7862370270890531,0.16,0.14,,,,0.0007283979430426841,7.428325514505899e-05,7.428325514505899e-05
528,NGTS-24 b,NGTS-24,NGTS-24,1.0,13.214,0.07552990294014911,0.10617637932713514,0.043437066188051,4.77,3.56,0.91,0.01601024766119436,0.0348839518473769,0.0102502627454653,0.0,,,0.0,1.26,0.05,0.21,5820.0,93.0,8.0,1.64,0.03,0.09,0.27,0.18,0.03,0.52,0.12,0.11,0.52,0.12,0.11,1.2139431462697,0.058,0.062,3.4678796,7e-06,7e-06,0.0479,0.0028,0.003,6.37,0.29,0.31,0.2906345783795247,,,,,,0.0003940411008909587,9.226718014541599e-05,0.00010611805473253886
529,TOI-1823 b,TOI-1823,TOI-1823,1.0,10.728,17192.10894304407,15788.921663245485,8744.1408418236,6.3,6.3,4.4,2484.3718453229276,5800.10337876933,1528.1164551960771,0.0,,,0.0,0.8414,0.0259,0.0278,4927.0,58.0,57.0,0.8049,0.0339,0.0258,0.243,0.092,0.088,0.21206412,0.02548545,0.02611472,0.21206412,0.02548545,0.02611472,0.672699075961,0.02960589,0.02248431,38.8,0.01,0.01,0.212,0.004,0.004,,,,0.6965361894817194,0.18,0.24,,,,0.00024064309923795316,2.985361137384129e-05,3.068217579956252e-05
530,WASP-149 b,WASP-149,WASP-149,1.0,11.687,0.001213500864867429,0.0012400723011940418,0.0006528257508807098,0.6,0.3,0.3,0.002130515371232535,0.0036440305175883,0.0013210864863573,0.0,,,0.0,1.05,0.06,0.06,5750.0,125.0,125.0,1.08,0.049,0.049,0.0,0.3,0.3,0.991,0.196,0.196,0.991,0.196,0.196,1.3599363086375,0.06,0.06,1.332813,6e-07,5e-07,0.024,0.001,0.001,4.8,0.01,0.01,0.393964354773051,0.12,0.12,,,,0.0009011416868837077,0.00018551756985042865,0.00018551756985042865
531,WASP-154 b,WASP-154,WASP-154,1.0,13.191,0.3258009957167072,0.4161506014609204,0.19588668275304386,13.8,,,,,,0.0,,,0.0,0.8,0.05,0.05,4774.0,133.0,133.0,0.823,0.047,0.047,0.2,0.1,0.1,0.626,0.129,0.129,0.626,0.129,0.129,0.9599550413387,0.06,0.06,3.811678,1e-06,1e-06,0.044,0.003,0.003,11.56,0.13,0.13,0.7075557002314816,0.25,0.25,,,,0.0007471246604296936,0.00016088564709656444,0.00016088564709656444
